net-name	net-id	site-name	site-id	pi	one-clicks	uc	qc
OMS	1615459509	mein38.de	883629688	8620	3642	4295	2249
adscale	1660240041	adscale_video	909564204	3745919	2211603	2630478	1070545
Unister	2020431744	news.de/unister	1012159651	864	408	467	134
iqdigital	223088769	vdi-nachrichten.de	1077711844	166932	47734	66410	21202
Hi-Media	2000907398	ntv-tennis.de	1084080009	633	318	416	196
OMS	1615459509	donaukurier.de	1085681688	297389	45659	63620	15861
OMS	1615459509	aachener-nachrichten.de	1087128184	266934	62868	86220	18856
iqdigital	223088769	handelsblatt.com	1107525252	7461288	1859150	2378101	621297
RMSI	498868272	blickpunkt-suedamerika.com	1111070355	200385	33020	50957	958
ENED_Newsphone	451122559	vrisko.gr	1188683426	1649308	188473	386407	255140
freeXmedia	1516487384	spieleradar.de	1203769915	172482	64305	88018	44264
webads.it	1609693476	autoscout24.it	1343393415	28176894	3242396	4068354	519069
HTTPool_SR	974965399	politika.rs	1352389434	692567	108256	188777	72143
ARBOmedia_PL	651342010	Memgenerator.pl	1445761341	54893	12367	17924	9512
SevenOne Media MAGIC (3rd party Video)	842055044	bildderfrau.de_SevenoneVIDEO	1453262695	574	316	393	231
Horyzon	2115894781	rfi.fr	1460284672	89091	29885	38400	14378
LPM_LeFigaro	627225677	LPM_LeFigaro_lachainemeteo	1469856272	1206529	305898	423652	149893
Goldbach Media	177654511	playit.ch	1482194002	13	0	1	1
SevenOne Media	1272195681	songtexte.com	1528689188	917532	188977	305521	172285
HTTPool_BG	1782510139	travelblog.bg	1536098494	795	232	328	223
BauerMediaKG	626259911	intouch.wunderweib.de	1547478634	3745812	1325662	1624148	465733
Goldbach Audience	2137767787	wetter.tv	1612776718	2633	214	465	175
glammedia	235681100	clubfans-united.de	1614389711	16279	4295	5563	1239
Berlingske_Improve.dk	337095757	improve.berlingske.dk	1648368560	16170052	5354813	6244783	772454
Numbate	1827486200	vulgaris-medical/numbate	1672641019	10	10	10	3
beead	104260390	dollandthecity	1689361609	201	37	73	46
stroeer_digital_media	571289945	speedreport.de	1704429820	20949	6869	10754	3828
Berlingske.dk	706025601	dagbladet-holstebro-struer.dk	1730355588	47171	17752	21415	5319
IGN	1381851871	askmen.com	1737935138	3923162	1234912	1535789	94071
ARBOmedia_RO	940807539	badpolitics.ro	1739145174	4668	3022	3567	1854
HTTPool_BG	1782510139	creditland.bg	1740093886	3794	847	1465	979
JP.dk	160495700	jp.dk	1768921527	6246314	1767522	2145000	349181
ARBOmedia_CZ	1534363118	kinobox.cz	1800515537	541590	64203	118869	42859
ENED_Attica_mobile	2111071951	yupiii.gr	1805790162	227459	15419	32716	20618
LPM_Lagardere	2039924353	LPM_Lagardere_parismatch	1812541924	1922378	724515	870389	248563
ENED_Capital	2008089533	capital.gr.msn.com	1817105408	34251	12892	16627	10566
stroeer_digital_media	571289945	autoanzeigen.de	1831333692	4290	663	915	172
HTTPool_SI	1826838282	podnapisi.net	1835674509	422813	23962	55030	19987
Media Group One	973144413	Frauen	1894555680	14185808	2575405	3442448	1126193
DK-BEI_CONTAINER	896712678	BEI-ibckurser.dk	1923798153	9772	2681	3623	1025
LPM_Amaury	1218387167	LPM_Amaury_lequipe21	1942867810	182834	61414	87328	34663
glammedia	235681100	dasheimwerkerforum.de	1958425007	30755	20752	24001	12457
HTTPool_AUT	1403101264	viennahighlights.com	1986826419	575	171	242	56
OMS	1615459509	wiesbadener-kurier.de	1997311512	255715	64878	89235	27523
Smartclip	35854137	rautemusik/smartclip	2009757244	30941	5521	10836	5793
RMSI	498868272	radioessen.de	2012018771	84467	19069	28755	10046
SevenOne Media MAGIC (3rd party Video)	842055044	comedy-videovalis.tv	2026976263	7731	976	3977	2587
SevenOne Media	1272195681	bundesliga.de	2029263140	3292807	477754	871400	324137
ARBOmedia_PL	651342010	kobieta.dlastudenta.pl	2031133437	30234	14211	17085	11526
LPM_FranceTV	1003426551	LPM_FranceTV_france5	2039603482	2018581	689705	919992	323207
beead	104260390	stephyprod	2073501801	4334	895	1505	655
BEI_container_Post	1253937408	roseversand-fahrraeder.de	2135484995	120624	26568	38739	9598
HTTPool_CR	70372471	mama-mami.com	22938943	32287	147	6570	80
Hi-Media	2000907398	simfy.de	44515918	6	3	4	1
ENED_24Media_mobile	659279516	macuser.gr/ENED	81792708	1349	295	536	291
UMM: eCommerce Network	1366369977	erento	137069409	21830	1	4372	0
IP-Deutschland	2059506885	gesuendernet.de	145074189	369516	218210	262369	122165
stroeer_digital_media	571289945	meetic.de	190390977	668103	71990	79502	3466
RMSI	498868272	rsa-sachsen.de	208060024	187123	27624	51883	20766
OMS	1615459509	dewezet.de	224037021	199796	40139	57614	17356
LPM_LaDepeche	1130561691	LPM_LaDepeche_ladepeche	231463875	9587452	1641652	2233184	635191
stroeer_digital_media	571289945	animemanga.de	247065857	269796	47727	69623	22883
OMS	1615459509	wz-net.de	255690909	37189	9103	12758	3677
OMS	1615459509	isenhagener-kreisblatt.de	345756093	10	10	10	0
stroeer_digital_media	571289945	festivalplaner.de	362940417	19187	4863	6967	2087
webads.it	1609693476	riza.it	413385388	720601	238279	293305	91991
BEI_LPM	852347942	Tradelab-ecotour	413485198	317581	24488	54842	30374
ARBOmedia_PL	651342010	animetv.pl	421896578	6989	1031	2446	1259
SevenOne Media	1272195681	wetter.com	424777385	15431503	1581035	3742873	1531183
ARBOmedia_PL	651342010	Ling.pl	438456546	1266471	109101	217662	94787
HTTPool_CR	70372471	fashion.hr	456175839	173924	29293	46375	20946
OMS	1615459509	schwarzwaelder-bote.de	469600541	1272690	179651	239840	64387
HTTPool_UA	1388958105	mapia.ua	498990977	742090	240040	372674	177095
adselect	567149294	homesolute.com	510250390	583110	65033	123547	17654
automobile.fr	1096135501	automobile-mobile.fr	586576501	3630009	744612	823041	55527
IP-Deutschland	2059506885	voxnow.de	679815629	4130808	555138	868746	234473
ARBOmedia_RO	940807539	badorgood.com	716161115	29308	4126	5756	2026
Politiken.dk	784554209	ibyen.dk	730912233	189014	107274	127006	41682
OMS	1615459509	salzgitter-zeitung.de	800596509	65969	13993	20317	5697
Clipkit	1934213317	myvideo.de_Overlays/clipkit	802331885	11070827	932386	1424743	318480
Politiken.dk	784554209	wulffmorgenthaler.dk	811067369	1644	428	671	181
OMS mobile	2119689184	ksta.de	838209832	933853	106990	191577	119344
OMS	1615459509	tageblatt.de	869735357	237941	41094	58234	13967
RMSI	498868272	adrianews.com/oms	874901816	110461	25588	33386	1078
smartclip_italy	1471916694	class.it	895865886	6157	2797	4167	2049
ENED_24Media_mobile	659279516	deltiokairou.gr/ENED	905183172	23985	3956	8490	5958
RMSI	498868272	rt1.de	961030744	33300	8110	13120	5266
stroeer_digital_media	571289945	tvforen.de	1014852481	15	13	14	1
glammedia	235681100	pinkclusive.de	1081445684	2712	2087	2302	1082
stroeer_digital_media	571289945	deutschland-spion.de	1162460705	2151416	375438	402317	17490
SevenOne Media	1272195681	motorvision.deSevenOne	1176059177	726382	468979	554582	252064
OMS	1615459509	lkz.de	1189682269	180136	45501	61846	21410
HTTPool_BG	1782510139	sportline.bg	1192205955	128709	9368	17011	7922
Omnimedia	1629972935	motoscout24.ch/it	1219249679	64373	14338	17776	2502
OMS	1615459509	owl-am-sonntag.de	1274354461	8493	1258	1653	374
Hi-Media	2000907398	kfz.at	1284033870	84	39	52	22
Smartclip	35854137	twitchtv/smartclip	1294239585	2141326	88377	164887	92290
glammedia	235681100	asianfilmweb.de	1335040564	4203	653	872	232
glammedia	235681100	teccentral.de	1385637940	5052	3244	3803	1889
LPM_Metro	1253086633	LPM_Metro_metro	1452879889	1075	868	956	371
ARBOmedia_CZ	1534363118	skoly.cz	1454635030	116	33	47	11
Politiken.dk	784554209	politiken.tv	1473931977	69139	48662	55893	23053
webads.it	1609693476	ninjamarketing.it	1476669644	4	4	4	2
Goldbach Audience	2137767787	friendscout24.ch/de	1504421907	3648873	531352	562979	13671
HTTPool_BG	1782510139	sportcafe.bg	1520968163	158089	25857	43270	25592
MSN	2072193066	video.de.msn.com	1567646642	1148413	172602	329591	191637
Hi-Media	2000907398	kulturnews.de	1585232942	9	1	2	1
OMS	1615459509	lvz-online.de	1624178173	1082295	171073	237334	59349
Goldbach Audience	2137767787	kleinreport.ch	1645467699	14874	6324	7735	2377
beead	104260390	modele-cv-lettre	1672883726	1050167	151619	270080	99556
glammedia	235681100	cheaperia.de	1714289012	2417	1178	1409	519
N24.se	1403231093	bandysverige.se	1737794973	20026	7713	10170	2187
SevenOne Media MAGIC (3rd party Video)	842055044	gofeminin.de_SevenoneVIDEO	1770588396	4191	2236	2742	1391
mobile.ro	29758514	mobile.ro	1795459706	3	3	3	3
OMS	1615459509	rosenheim24.de	1796750589	458627	72776	109822	23159
Hi-Media	2000907398	mobymovies.net	1799370958	991	315	458	67
ARBOmedia_PL	651342010	webpc.pl	1809404674	20578	1441	3490	1933
OMS mobile	2119689184	mz-web.de	1820525000	490830	64995	113347	77025
Politiken.dk	784554209	tgt.dk	1859724329	208667	123408	149540	59442
beead	104260390	cheriefm	1860442574	44953	11364	17931	4372
LPM_FranceTV	1003426551	LPM_FranceTV_france24	1861460767	1048267	551772	653821	102462
Goldbach Audience	2137767787	fm1melody.ch	1913034995	11775	2719	4226	1269
SevenOne Media MAGIC (3rd party Video)	842055044	sport-videovalis.tv	1968595564	730464	192745	288250	190773
SevenOne Media MAGIC (3rd party Video)	842055044	ASMI_71iVIDEO_NEWS	1989537964	1478601	519112	830145	442940
freeXmedia	1516487384	mountainbike-magazin.de	2005816864	345655	102134	132173	31439
Smartclip	35854137	DE_Fanpage/smartclip	2043465697	45524	6726	11973	6841
BEI_tirol	1146101739	sport-lifestyle	2101086995	33	22	27	7
Goldbach Audience	2137767787	lemenu.ch/fr	2127765779	5928	2012	2360	472
SevenOne Media mobile	126188777	motortalk.de	2140595761	1056040	150732	276595	158465
adselect	567149294	etest.de	79813156	331220	53507	109450	42009
glammedia	235681100	y-style.de	87727746	7422	3055	4072	1271
N24.se	1403231093	bokat.se	103143019	289518	107814	155638	40385
OMS	1615459509	gaeubote.de	129269003	85336	20295	27445	7323
Hi-Media	2000907398	triggerfish.de	211775612	1092	392	500	195
stroeer_digital_media	571289945	duden.de	220465615	6642150	2278386	3080179	1143851
IP-Deutschland	2059506885	petspot.de	244560731	3894417	838425	1076709	318089
OMS	1615459509	freiepresse.de	249032139	1245532	199157	303128	107816
glammedia	235681100	eonline.com	290820866	62158	28537	35458	12568
RMSI	498868272	alsterradio.de	291262342	10356	3202	4974	2040
stroeer_digital_media	571289945	diagnosia.com/si	304731087	61491	41731	48431	26475
BEI_container_CEE	53552772	BEI-muratordom.pl/okna	308381082	1219	437	758	224
Hi-Media	2000907398	universalmusic.network	324030844	169	78	104	47
ARBOmedia_PL	651342010	tekstomania.pl	329647504	1542	506	922	299
ARBOmedia_PL	651342010	deserektv.pl	340112656	19827	6051	8681	6289
OMS	1615459509	fr-online.de	342255659	1883951	752440	966506	394686
ENED_24Media_mobile	659279516	cosmo.gr/ENED	345155474	61429	20199	29618	17968
kijiji.annunci.ebay.it	308960335	kijiji.it	354369477	18071409	2052075	3310861	1036130
TripleDoubleU	1704466471	unitednetworker.com	361933533	3740	1473	1963	630
glammedia	235681100	trennungsschmerzen.de	365203234	170888	41083	47276	10685
ENED_Attica	398373777	e-pcmag.gr	377665415	1	1	1	0
freeXmedia	1516487384	radsport-aktiv.de	499215182	34770	11688	15470	5313
Goldbach Audience	2137767787	meteonews.ch/it	545478241	11920	3090	4373	1179
Clipkit	1934213317	plonki.com/clipkit	586850779	21232	11447	15048	8052
Smartclip	35854137	nacamar/smartclip	587891535	458079	97128	171477	80115
glammedia	235681100	zeitgeschmack.com	605200706	2821	1815	2090	735
ASMI	1569905102	my-entdecker.de	665164676	256818	52681	78035	29112
ARBOmedia_PL	651342010	plfoto.com	679467600	328903	21801	30944	7794
stroeer_digital_media	571289945	auto-news.de	687644303	364243	110573	134231	32782
freeXmedia	1516487384	leichtathletik.de	694737390	361630	97007	121789	21009
ASMI	1569905102	hamburg.de/asmi	730497700	3010902	527552	749033	274610
glammedia	235681100	kohlenhydrate-tabellen.com	759148354	46508	18040	23889	9243
medienhaus.com	435938190	bvz.at	780263300	62255	7060	10789	2944
Berlingske.dk	706025601	berlingske.dk	806553495	1722344	694741	858423	207257
stroeer_digital_media	571289945	citysam.de	817689679	30225	13499	17637	6862
TripleDoubleU	1704466471	phonostar.de	852382557	216848	37869	58152	17278
glammedia	235681100	askmee.de	855701890	186	119	141	93
RMSI	498868272	104.6rtl.com	881629638	242797	49785	65098	13668
LPM_NiceMatin	73977969	LPM_NiceMatin_varmatin	882378919	954154	208104	282216	75941
Goldbach Audience	2137767787	digitalpostcard.ch	885559329	89516	11033	18374	5334
glammedia	235681100	gratissoft.de	914176770	500	154	212	88
OMS mobile	2119689184	berliner-kurier.de	941010454	500669	58006	102382	60120
ENED_DOL	212246380	tovima.gr	948265890	3628674	774338	1006103	356524
Goldbach Audience	2137767787	homestreet.ch/it	995319745	1308	513	691	224
SevenOne Media mobile	126188777	schlagerplanet.de	1003441567	48197	20884	29333	20001
glammedia	235681100	summerlisten.com	1029805122	2153	839	1075	304
Clipkit	1934213317	dshini.net/clipkit	1037744763	372444	7734	10477	1641
Unister	2020431744	shopping.de	1051484118	249648	81544	109536	43373
RMSI	498868272	radioneandertal.de	1096562182	27363	3137	6153	1913
Smartclip	35854137	mtvnick/smartclip	1111221519	3241	1158	1790	1474
ARBOmedia_PL	651342010	wedkuje.pl	1179744688	112	65	83	54
viacom	1238261750	spongebob.de	1189753164	149008	17482	28758	10246
RMSI	498868272	gongfm.de	1192630310	9130	3031	4343	1789
SevenOne Media mobile	126188777	sevenload.com_71i	1241727903	89155	14046	28149	15847
OMS mobile	2119689184	usinger-anzeiger.de	1297582166	4267	989	1566	820
RMSI	498868272	radio7.de	1328581638	87046	20825	32494	14270
adscale	1660240041	vivaki_adscale	1336656991	48	19	29	22
freeXmedia	1516487384	raceoffice.org	1393181198	8780	2236	3076	792
Hi-Media	2000907398	sonymusic.network	1404659548	15094	5048	7329	3271
LPM_Amaury	1218387167	LPM_Amaury_paris_etudiant	1407872597	678409	279965	371088	164245
glammedia	235681100	top-download.de	1444710818	20886	4281	7299	3024
glammedia	235681100	der-beauty-blog.de	1499804002	3611	1390	1861	935
viacom	1238261750	southpark.de	1513574956	1276155	158544	220578	46527
RMSI	498868272	radiokoeln.de	1513664454	126010	32735	46000	13706
LPM_GroupeLVN	783635032	LPM_GroupeLVN_LVNnetwork	1559180686	8736836	1938640	2662263	901451
ARBOmedia_PL	651342010	bramkowo.pl	1579855856	16822	3821	6548	3712
Jubii.dk	224986932	dk.worldsbiggestchat.com	1642967306	1381445	52130	57706	2625
ASMI mobile	246409744	finanzen.net-MOBIL	1689494150	173959	20884	41273	26165
ARBOmedia_PL	651342010	firmy.net	1722424144	8824	4236	5937	4854
Krone.at	1129772991	krone.tv	1770543701	104621	34374	52976	31269
stroeer_digital_media	571289945	helles-koepfchen.de	1879739023	361873	113045	159589	70696
glammedia	235681100	dasnagelforum.de	1880232706	1169	707	827	396
LPM_FranceTV	1003426551	LPM_FranceTV_francetvemploi	1881534189	27502	14014	17687	8697
OMS mobile	2119689184	reviersport.de	1925844438	445772	31931	60428	37093
SevenOne Media mobile	126188777	tennis.de	1958487007	5590	858	1884	1063
OMS	1615459509	svz.de	1984485099	443045	93417	139031	52982
ARBOmedia_PL	651342010	kreskowka.pl	2057193392	76604	9972	21548	13661
freeXmedia	1516487384	notebookinfo.de	2071719342	154863	60779	79564	32178
Goldbach Audience	2137767787	wildeisen.ch	2120947521	879011	279202	304577	16477
RMSI	498868272	radiohochstift.de	2132854150	50377	10935	17253	5562
iqdigital	223088769	iqd-finance.de	24669868	4213435	956429	1224274	262783
Goldbach Audience	2137767787	travel.ch/fr	84522358	18939	4442	7511	2540
freeXmedia	1516487384	tourwerk.com	105403875	658	227	309	101
glammedia	235681100	xbox-newz.de	183572567	18771	5586	6845	1043
RMSI	498868272	radiobochum.de	214587419	27510	7724	11009	3285
SevenOne Media MAGIC (3rd party Video)	842055044	abendblatt.de_SevenoneVIDEO	235010447	2581	995	1550	816
LPM_FranceTV	1003426551	LPM_FranceTV_franceTV	239418210	497852	225272	279711	122703
Hi-Media	2000907398	mysc.de	245062289	213016	18415	19166	360
OMS	1615459509	dnn-online.de	245866624	138620	46997	64660	25448
OMS mobile	2119689184	freiepresse.de	249032139	44325	2896	6805	4245
ARBOmedia_PL	651342010	randka.pl	254783013	8183	851	1698	851
freeXmedia	1516487384	outdoor-magazin.com	266446851	161588	46680	61922	15150
OMS	1615459509	muensterlandzeitung.de	294853600	80046	22370	30988	9107
ARBOmedia_PL	651342010	panfu.pl	334012389	1843155	18111	24679	5015
glammedia	235681100	iamnosuperman.com	335232695	643	321	388	160
OMS mobile	2119689184	fr-online.de	342255659	247380	9453	24848	13837
Agora	1380986049	Agora	354447084	143537768	14529012	22114827	6917532
ARBOmedia_PL	651342010	palmtop.pl	362102917	2289	1270	1722	584
mediasports	963038854	golf.de	373300305	433671	161561	184388	20056
ENED_PrimeMedia	1540551690	weather.gr	385961525	203498	20680	53678	33458
ARBOmedia_RO	940807539	nights.ro	394702558	1237	786	948	422
ENED_JIP Group	7375908	tlife.gr	417573967	4856922	660474	882245	254452
SevenOne Media mobile	126188777	promipool.de	478457620	185531	22808	46345	31493
Media Group One	973144413	Entertainment	490037064	18429764	3200068	4239629	1200212
IP-Deutschland	2059506885	teleboerse.de	525081136	2290830	386552	511467	77334
ENED_Naftemporiki	1400476319	clickatlife.gr	529173546	710370	75800	134730	84609
ARBOmedia_PL	651342010	Czasnazysk.pl	553969477	151472	7883	12511	3837
OMS	1615459509	oberpfalznetz.de	595705472	368561	40650	69002	25230
ENED_Attica_mobile	2111071951	tophotels.gr	597678234	820	166	262	136
glammedia	235681100	horse-gate-forum.com	610729143	178969	45330	51861	11526
HTTPool_SR	974965399	nekretnine.rs	687258338	1010927	61708	105912	35908
IDMnet_PL	1062038902	se.pl	692492993	67	17	24	22
ARBOmedia_PL	651342010	Polstock.pl	742437861	9995	2133	3261	2038
OMS	1615459509	sn-online.de	774995488	101841	32140	42760	17099
glammedia	235681100	magi-mania.de	781684567	84099	38858	46299	14262
LPM_Mondadori	1043954762	LPM_Mondadori_Biba	822762261	20562	8335	10448	3773
ARBOmedia_PL	651342010	ebiznes.net	829317957	1352	321	802	30
OMS	1615459509	marbacher-zeitung.de	837824224	11092	3855	5207	1981
ARBOmedia_PL	651342010	kreskowki.fani.pl	873715429	26803	1838	4079	1941
RMSI	498868272	kino-aktuell.com	878504187	151975	29000	39477	977
Goldbach Audience	2137767787	largeur.ch	879659126	10347	5347	6135	2241
ENED_Naftemporiki_mobile	298351061	naftemporiki.gr	889780480	244689	24247	45611	30370
glammedia	235681100	ibkammelter.de	897100663	1558	740	975	486
HTTPool_BG	1782510139	gong.bg	903282118	2730153	145114	298706	146085
ARBOmedia_PL	651342010	SkutecznyLekarz.pl	916557029	37	26	30	21
OMS	1615459509	musicalradio.de	932493216	19894	2300	3122	688
Smartclip	35854137	DE_dailymotion/smartclip	935199972	194851	193946	194126	431
Smartclip	35854137	spielen.de_tonline/smartclip	1050255268	44875	16033	22806	10973
glammedia	235681100	natune.net	1084835607	12035	2979	4437	1493
Informedia_Hu	2088469162	pestjobs.hu	1088532469	8015	3717	4960	2315
glammedia	235681100	hunde-24.com	1097431607	1326	364	525	275
OMS	1615459509	bgland24.de	1117865376	89447	13402	21100	4806
smartclip_italy	1471916694	pianetatech.pf.it	1132800417	248559	187471	210407	112833
medienhaus.com	435938190	feldkirch.com	1156675897	8464	3121	4823	2102
SevenOne Media MAGIC (3rd party Video)	842055044	autotv-videovalis.tv	1157916559	1370740	721513	903948	456012
HTTPool_RO	651835008	Autoplay.ro	1173557195	1753	461	757	239
ENED_24Media_mobile	659279516	dpgr.gr/ENED	1245153191	14267	666	1264	706
ENED_Press Box	1953027221	gazzetta.gr	1253575808	11374455	963481	1428553	399488
Goldbach Media	177654511	maedchenspiele.ch	1259132986	2	0	1	0
HTTPool_RO	651835008	businesslive.ro	1302537259	7150	3062	4025	1720
freeXmedia	1516487384	stadionwelt.de	1308191171	165524	40308	52391	15807
ARBOmedia_PL	651342010	kontobankowe-oferta.pl	1310624325	147	145	146	0
medienhaus.com	435938190	meinbezirk.at/medienhaus	1317504697	2594359	523828	670842	203353
ENED_24Media	752387581	dailymotion.com/gr/ENED	1353828616	966393	129184	236703	144538
ARBOmedia_RO	940807539	anuntulimobiliar.ro	1354394078	23795	3724	6157	2543
ARBOmedia_PL	651342010	i-praca.pl	1401184741	731	355	470	350
beead	104260390	hugolescargot	1408617393	13	11	12	2
glammedia	235681100	gutefilme.info	1442931607	57289	15900	21785	7054
adselect	567149294	business-echo.de	1464505529	268137	151896	184601	7957
Hi-Media/Video	1365112729	viewster.com/himediavideo	1470587780	134724	32475	55131	13399
OMS	1615459509	harzkurier.de	1506164480	46383	8335	12520	3895
OMS	1615459509	rp-online.de	1562541280	10534458	2085018	2751486	736902
stroeer_digital_media	571289945	yourchance.de	1570256708	13	7	10	9
stroeer_digital_media	571289945	weblogit.net	1608441476	8	2	5	3
ARBOmedia_PL	651342010	odpowiedz.pl	1670025445	26575	18671	21937	14403
LPM_Lagardere	2039924353	LPM_Lagardere_maisondeco	1701785484	640823	240307	318159	127756
RMSI	498868272	radioeuskirchen.de	1749767643	20034	3443	5540	1655
medienhaus.com	435938190	vienna.at	1784473177	443361	159859	207114	75285
Horyzon	2115894781	annoncesjaunes.fr	1785235304	39172	18186	24639	12482
beead	104260390	transfert-foot	1843288241	735	291	376	141
RMSI	498868272	radioduisburg.de	1862554875	41128	9967	14828	5514
freeXmedia	1516487384	planetoutdoor.de	1864404067	17467	7842	9761	4351
ARBOmedia_PL	651342010	palcelizac.pl	1898585989	44394	26285	31728	21711
Purpur Media	832539073	IMMOBILIEN.NET	1903243628	6629922	1533031	1602863	47272
SevenOne Media MAGIC (3rd party Video)	842055044	metal-hammer.de_SevenoneVIDEO	1908551279	3956	2631	3073	1865
stroeer_digital_media	571289945	wetterauer-zeitung.de	1944310756	207567	39395	54404	12826
BEI_container_Post	1253937408	westfalia.de	1953672427	28	9	15	8
yahoo	796370964	aol.com	1972539487	294	21	32	18
RMSI	498868272	radioenneperuhr.de	1992219739	16630	4500	6447	2076
glammedia	235681100	packtsan.de	2053590327	2011	1267	1473	620
stroeer_digital_media	571289945	rallye-magazin.de	2057612708	456443	77733	94524	12985
glammedia	235681100	linamallon.de	2097095511	29813	10840	13507	2445
Hi-Media	2000907398	btv.de	2108380977	4065	1041	1638	759
SevenOne Media mobile	126188777	dr-gumpert.de	2127538548	244309	90309	127318	74179
freeXmedia	1516487384	spielefilmetechnik.de	2131817731	17412	6774	9409	3270
OMS	1615459509	aller-zeitung.de	2134546336	15	15	15	0
OMS mobile	2119689184	suedkurier.de	15180379	15	1	4	2
IDMnet_PL	1062038902	globtroter.pl	44665553	1	1	1	1
BEI_container_Post	1253937408	epost.de	86653019	80460	39950	52002	22724
beead	104260390	actuanimaux.com	107298337	842246	109521	129785	13460
ARBOmedia_PL	651342010	milosne.org	121756821	2227	410	975	307
AA_CT_Coke	891779067	coke.de	126297558	70416	37395	47596	26586
OMS mobile	2119689184	mopo.de	151257723	3146939	199983	371696	220524
LPM_LeFigaro	627225677	LPM_LeFigaro_evene	205364936	2290103	619600	810366	247103
Goldbach Audience	2137767787	pflegeportal.ch	219073062	3532	1509	1928	879
smartclip_italy	1471916694	livestream.it.pf	259709617	696221	69160	140131	54321
smartclip_italy	1471916694	africam.pf.it	283402705	2138	434	651	169
HTTPool_BG	1782510139	bgmaps.com	290025942	431765	47173	150193	98526
ARBOmedia_RO	940807539	kanald.ro	300960046	692	269	363	129
N24.se	1403231093	nyheter24.se	347932240	1044338	660683	751587	156357
BEI_container_CEE	53552772	Bank1-main	362822943	23	2	9	8
Hi-Media	2000907398	wetter24.de	372421825	217885	38315	52678	17838
ARBOmedia_PL	651342010	Peb.pl	387033269	1285980	325592	470555	268259
ARBOmedia_RO	940807539	gds.ro	412016046	749468	87522	151304	66225
Hi-Media	2000907398	bremen.de	445740161	1480030	203526	256681	40615
ENED_Attica_mobile	2111071951	shape.gr	455157546	73757	7625	15651	9609
ARBOmedia_PL	651342010	Obiektywni.pl	463883413	62513	5086	6802	1639
ENED_24Media_mobile	659279516	olapaok.gr/ENED	470506135	167478	5759	17245	11797
Purpur Media	832539073	OEAMTC.at	478471772	580715	151570	231297	96077
stroeer_digital_media	571289945	zimmerschau.de/si	497692308	213151	46034	53017	8168
iqdigital	223088769	jetzt.sueddeutsche.de	541253052	419677	200282	238364	89746
Smartclip	35854137	hardwareclips.com/smartclip	546805044	4325	1810	2821	1315
Hi-Media	2000907398	lebensmittel-suchmaschine.de	547132321	8347	1771	2703	740
ARBOmedia_PL	651342010	reo.pl	614852341	10777	2565	4135	2697
glammedia	235681100	gamestrend.de	619786535	1155	842	951	573
HTTPool_BG	1782510139	mamaibebe.com	672351446	65052	18840	26407	17240
