net-name	net-id	site-name	site-id	pi	one-clicks	uc	qc
glammedia	235681100	bluray-dealz.de	682675663	96371	20103	24500	2328
beead	104260390	rummyworld	701977993	1939	197	326	138
yahoo	796370964	lastfm.de	719253591	1506935	376683	510484	175446
beead	104260390	play3-live	756867241	4353	2985	3362	864
webads.it	1609693476	wiitalia.it	766527815	62576	16800	20884	5026
LPM_FranceTV	1003426551	LPM_FranceTV_france4	815690618	213308	76801	107764	44985
glammedia	235681100	games-news.de	826773647	70156	15952	20135	3715
glammedia	235681100	fashion-insider.de	830234671	5179	2974	3434	1346
ASMI	1569905102	red-carpet.de	857250161	16151	9480	10652	4730
OMS	1615459509	mein38.de	883629688	9157	3354	4048	2160
adscale	1660240041	adscale_video	909564204	4963629	2746490	3366242	1484790
Unister	2020431744	news.de/unister	1012159651	868	396	469	95
iqdigital	223088769	vdi-nachrichten.de	1077711844	174077	51986	68985	23684
Hi-Media	2000907398	ntv-tennis.de	1084080009	531	269	359	169
OMS	1615459509	donaukurier.de	1085681688	190484	26023	36359	9622
OMS	1615459509	aachener-nachrichten.de	1087128184	260706	58461	81434	18071
iqdigital	223088769	handelsblatt.com	1107525252	7052870	1662353	2197704	608595
RMSI	498868272	blickpunkt-suedamerika.com	1111070355	259840	21185	36237	1250
ENED_Newsphone	451122559	vrisko.gr	1188683426	1561098	179231	374152	248737
freeXmedia	1516487384	spieleradar.de	1203769915	165753	58305	81326	41785
webads.it	1609693476	autoscout24.it	1343393415	30724046	3549297	4421335	539218
HTTPool_SR	974965399	politika.rs	1352389434	717929	105507	189964	75601
ARBOmedia_PL	651342010	Memgenerator.pl	1445761341	83610	15600	23363	13381
SevenOne Media MAGIC (3rd party Video)	842055044	bildderfrau.de_SevenoneVIDEO	1453262695	1511	477	805	358
Horyzon	2115894781	rfi.fr	1460284672	812171	261395	323173	133306
LPM_LeFigaro	627225677	LPM_LeFigaro_lachainemeteo	1469856272	1489950	381413	540965	200766
Goldbach Media	177654511	playit.ch	1482194002	10	0	1	1
SevenOne Media	1272195681	songtexte.com	1528689188	1036479	211142	339551	191349
HTTPool_BG	1782510139	travelblog.bg	1536098494	1300	261	385	237
BauerMediaKG	626259911	intouch.wunderweib.de	1547478634	3967259	1393366	1716902	515716
Goldbach Audience	2137767787	wetter.tv	1612776718	126963	14027	22582	5836
glammedia	235681100	clubfans-united.de	1614389711	17122	4710	6091	1201
Styria	1995838100	liferadio.at	1617866807	45561	11698	17096	7766
Berlingske_Improve.dk	337095757	improve.berlingske.dk	1648368560	15842884	4994819	5873562	738754
Numbate	1827486200	vulgaris-medical/numbate	1672641019	18	10	13	8
beead	104260390	dollandthecity	1689361609	220	28	68	48
stroeer_digital_media	571289945	speedreport.de	1704429820	23436	7268	11648	4291
Berlingske.dk	706025601	dagbladet-holstebro-struer.dk	1730355588	50705	16580	20379	5079
IGN	1381851871	askmen.com	1737935138	3401763	1052957	1321944	85998
ARBOmedia_RO	940807539	badpolitics.ro	1739145174	1770	1096	1324	896
HTTPool_BG	1782510139	creditland.bg	1740093886	4200	818	1515	1063
JP.dk	160495700	jp.dk	1768921527	7068166	1882229	2308842	378356
ARBOmedia_CZ	1534363118	kinobox.cz	1800515537	811172	80180	156144	58222
ENED_Attica_mobile	2111071951	yupiii.gr	1805790162	210840	12911	28739	17679
LPM_Lagardere	2039924353	LPM_Lagardere_parismatch	1812541924	2436105	995164	1185957	349172
ENED_Capital	2008089533	capital.gr.msn.com	1817105408	45972	18376	23893	15039
stroeer_digital_media	571289945	autoanzeigen.de	1831333692	2917	554	768	181
HTTPool_SI	1826838282	podnapisi.net	1835674509	485089	26581	62828	23345
Media Group One	973144413	Frauen	1894555680	14360356	2668002	3540370	1139907
DK-BEI_CONTAINER	896712678	BEI-ibckurser.dk	1923798153	8304	2137	2846	853
LPM_Amaury	1218387167	LPM_Amaury_lequipe21	1942867810	166620	51523	76380	29981
glammedia	235681100	dasheimwerkerforum.de	1958425007	30616	20685	23829	12461
HTTPool_AUT	1403101264	viennahighlights.com	1986826419	453	166	216	48
OMS	1615459509	wiesbadener-kurier.de	1997311512	258223	64387	89004	25597
Smartclip	35854137	rautemusik/smartclip	2009757244	23718	4820	8694	4602
RMSI	498868272	radioessen.de	2012018771	88612	21094	31270	10504
SevenOne Media MAGIC (3rd party Video)	842055044	comedy-videovalis.tv	2026976263	2443	1166	1587	1017
SevenOne Media	1272195681	bundesliga.de	2029263140	3232071	443600	839836	327515
ARBOmedia_PL	651342010	kobieta.dlastudenta.pl	2031133437	38559	15237	19684	13224
LPM_FranceTV	1003426551	LPM_FranceTV_france5	2039603482	1952533	667858	895576	320334
beead	104260390	stephyprod	2073501801	4803	1071	1753	735
BEI_container_Post	1253937408	roseversand-fahrraeder.de	2135484995	111984	24430	35957	9024
Omnimedia	1629972935	jobscout24.ch/de	293651	998753	191378	258112	55575
SevenOne Media	1272195681	ampya.com	6837997	99380	13788	20471	10303
OMS	1615459509	wolfsburger-nachrichten.de	16181281	104888	27620	35805	10658
OMS mobile	2119689184	pz-news.de	29288300	58633	4377	10080	6562
ARBOmedia_PL	651342010	bezposrednie.com	35113126	12753	1940	3248	1687
HTTPool_BG	1782510139	zdravnitza.com	38119975	187986	59730	88855	58452
OMS	1615459509	morgenweb.de	67688769	695465	191499	265543	99304
ENED_Phaistos Networks	682513718	pathfinder.gr	95115650	1217949	110839	209265	103485
RMSI	498868272	classical102.de	112386684	449	167	220	47
ARBOmedia_PL	651342010	arslege.pl	119943878	104326	23771	37020	25485
TripleDoubleU	1704466471	online-translator.com	194183027	56	14	18	7
glammedia	235681100	piecesofmariposa.com	229630392	1453	774	893	172
N24.se	1403231093	matklubben.se	295814849	511101	203393	252076	42294
beead	104260390	notre-planete	304731090	5	5	5	0
glammedia	235681100	addictedtofashion.net	333833720	30093	13864	15869	2498
ARBOmedia_PL	651342010	scenka.pl	345188934	443	218	310	41
freeXmedia	1516487384	motorsport-aktuell.com	367455044	34099	9724	14988	5333
glammedia	235681100	fruchtbare-tage.com	388093656	216518	67908	87209	22021
TripleDoubleU	1704466471	deutsches-architektur-forum.de	392168851	24	11	12	1
ASMI	1569905102	morgenpost.de	424582714	1226920	408982	536460	218438
Styria	1995838100	meinbezirk.at	430814688	2703130	546741	682779	187999
MSN	2072193066	weltderwunder.de.msn.com	435970422	797655	72142	113611	45039
ENED_24Media	752387581	sport24.gr/ENED	446357225	11948467	526869	1063533	490699
N24.se	1403231093	basketsverige.se	457894369	40716	15565	18351	2006
ARBOmedia_CZ	1534363118	zing.cz	485398714	323457	23632	44572	18269
Goldbach Audience	2137767787	music.ch	491235351	50874	11968	14378	1538
beead	104260390	laventerapide	513340914	4998	1289	2201	896
OMS mobile	2119689184	kreis-anzeiger.de	552936684	13341	3682	5739	3141
OMS mobile	2119689184	stuttgarter-zeitung.de	573306092	558314	72050	120436	76536
ENED_Attica	398373777	madamefigaro.gr	655156125	159511	12646	23733	13344
ARBOmedia_CZ	1534363118	avizo.cz	695519834	21816	0	4376	0
ARBOmedia_PL	651342010	admeta_container	706616326	44	15	22	9
glammedia	235681100	mondkalender-online.de	731615896	163269	45425	64324	21133
OMS	1615459509	hamburger-wochenblatt.de	776055937	32595	13158	17170	7260
glammedia	235681100	liebesbotschaft.blogspot.com	810102520	131	83	101	32
freeXmedia	1516487384	winfuture.de	810971588	843308	198259	291053	82211
glammedia	235681100	freegames24.de	828238488	58748	9602	15616	3997
Berlingske.dk	706025601	folkebladetlemvig.dk.Berlingske	856911757	14279	5349	6434	1606
ENED_Phaistos Networks_mobile	1920031208	bestprice.gr	860992692	190114	15407	36022	20452
HTTPool_BA	1063940109	jabuka.tv	864511449	150501	16914	29463	11275
OMS	1615459509	rhein-zeitung.de	864977569	912574	227579	321197	106402
Goldbach Audience	2137767787	mtv.ch/de	881895063	62525	13066	17965	3988
SevenOne Media MAGIC (3rd party Video)	842055044	de.wikia.com	906739120	8339	1932	2514	1239
LPM_GMC	1997387604	LPM_GMC_eureka	926574336	722554	277750	368023	166001
stroeer_digital_media	571289945	ferien.de	957440549	87514	15594	22212	5514
glammedia	235681100	backenmachtgluecklich.de	965850904	12218	5425	6778	2811
freeXmedia	1516487384	motor-klassik.de	971818372	359782	90258	113260	26600
OMS	1615459509	dattelner-morgenpost.de	994325057	916	469	601	140
ARBOmedia_PL	651342010	patrz.pl	1067886598	222039	51431	88128	43476
ARBOmedia_RO	940807539	realitateabihoreana.ro	1097514975	508	170	241	91
ENED_24Media	752387581	techgear.gr/ENED	1102479049	139143	38788	58994	35255
Smartclip	35854137	metatube/smartclip	1123899013	8120	3175	4216	2224
medienhaus.com	435938190	laendleauto.at	1136802298	155104	22535	27694	4127
ENED_24Media	752387581	livescores.gr/ENED	1191937513	2452	613	890	487
ENED_Attica_mobile	2111071951	playboy.gr	1210174971	3185	313	777	316
ARBOmedia_CZ	1534363118	estav.cz	1220147674	44727	14993	21755	8698
beead	104260390	ibuzzyou	1242699026	71455	35352	44319	5257
ARBOmedia_RO	940807539	price.ro	1252380511	1273795	91908	233227	101367
Krone.at	1129772991	sendung/kino	1258161483	21859	8198	11755	7295
OMS mobile	2119689184	stuttgarter-nachrichten.de	1341137292	366612	51237	82283	49140
ENED_24Media_mobile	659279516	dailymotion.com/gr/ENED	1353828616	70139	12830	22452	12396
ARBOmedia_PL	651342010	panoramaleszczynska.pl	1372906246	15862	4044	6851	4152
RMSI	498868272	radiosauerland.de	1385106300	22155	4566	7506	2573
ARBOmedia_RO	940807539	25h.ro	1386797439	42777	4236	6801	2682
Smartclip	35854137	IM_sport	1405922949	4212995	383135	549684	137540
N24.se	1403231093	blogg.se	1457926401	5032650	2404830	2731237	327761
TripleDoubleU	1704466471	autoaid.de	1460081619	39304	14254	18690	8219
DK-BEI_CONTAINER	896712678	BEI-hi3g.dk	1481260434	73810	24087	33857	11402
OMS	1615459509	dorstenerzeitung.de	1543945633	101841	24831	35658	10453
ARBOmedia_PL	651342010	gieldowe.pl	1579442726	873	439	578	162
SevenOne Media MAGIC (3rd party Video)	842055044	finanzfernsehen.de	1594422128	262949	61322	99860	67785
BEI_container_Post	1253937408	maingau-energie.de	1624843948	27084	3356	6692	2451
yahoo	796370964	aol.de	1718225088	8933592	1076796	2120149	648431
ARBOmedia_PL	651342010	maxmix.pl	1727613542	34697	4040	9508	3973
freeXmedia	1516487384	autoextrem.de	1736376868	99320	49780	64940	33841
Styria	1995838100	autokralle.at	1794924736	42106	6931	10956	4847
stroeer_digital_media	571289945	winterreisen.de	1795861189	12264	4308	6107	2329
Hi-Media	2000907398	jazzthing.de	1803988690	6230	2240	2931	767
stroeer_digital_media	571289945	rtv.de.sdm	1829951973	27	13	17	10
LPM_CentreFrance	1468130688	LPM_CentreFrance_lepopulaire	1880010348	447012	88131	119608	36428
Smartclip	35854137	supersonicads/smartclip	1882909893	2710068	527560	875168	396001
Smartclip	35854137	DE_thewest/smartclip	1888267461	71816	6931	12566	4338
glammedia	235681100	stylinrooms.de	1910706712	80585	29368	34063	5238
OMS	1615459509	halternerzeitung.de	1915188321	43107	12077	16600	4663
glammedia	235681100	wir-lieben-pferde.de	1960986488	8908	3784	4466	2191
ARBOmedia_PL	651342010	Queer.pl	2016918982	1387308	86064	115837	42386
24media	832047503	livescores.gr	2024299931	4052	1447	1839	653
ARBOmedia_PL	651342010	filmoholicy.pl	2039764102	11788	4087	5648	3641
ENED_Capital	2008089533	capital.gr	2072504969	6303308	265342	425305	152750
freeXmedia	1516487384	soccerdonna.de	2086690340	26233	4683	6307	1917
de.yahoo.com	1154829101	de.yahoo.com	2133766681	17862925	4786591	6458126	2327295
HTTPool_SI	1826838282	govori.se	7929935	21827	1	4381	0
glammedia	235681100	millemusings.de	12184849	1	1	1	1
Lokalavisen.dk	1317616800	hsfo.dk	36685477	6	0	2	2
ARBOmedia_PL	651342010	Mycv.pl	54290079	77488	15656	25449	19323
OMS	1615459509	peiner-nachrichten.de	57829626	25461	8295	10933	4040
Hi-Media	2000907398	yosch.net	78487595	144294	53	559	9
beead	104260390	basketusa.com	128096011	1912840	582750	647904	61801
HTTPool_RO	651835008	onlinestudent.ro	145032069	5965	2037	2860	1249
freeXmedia	1516487384	cavallo.de	159299933	113745	35099	48084	19164
Hi-Media	2000907398	finya.de	191387723	5371710	1047947	1293442	107712
glammedia	235681100	winboard.org	221128305	167245	97014	120807	56610
OMS	1615459509	hardbase.fm	234128922	40269	3790	9015	4469
beead	104260390	paroles2chansons	239546219	4	2	3	0
glammedia	235681100	hobbyschneiderin.net	251677553	124908	32965	38528	9606
iq_digital_mobile	480104072	m.ariva.de	252730029	276008	11338	16195	4549
ARBOmedia_PL	651342010	GeGe.pl	300108031	2091	480	1079	345
glammedia	235681100	superior-mag.com	323397137	3376	1621	1895	467
LPM_LeFigaro	627225677	LPM_LeFigaro_encheres	328326066	21121	7780	9240	2673
OMS	1615459509	ovz-online.de	433379194	21885	7388	10768	3505
webads.it	1609693476	ibtimes	469363913	19245	11097	12948	5180
stroeer_digital_media	571289945	torfabrik.de	470679646	476177	136591	170390	25682
sporten_bt.dk	2137767786	sporten_PBT.dk	470760399	625	366	434	107
Smartclip	35854137	DE_Kino_tv/smartclip	481704478	4326	679	1911	929
Smartclip	35854137	castaclip.de/smartclip	544394334	4245779	521618	1008318	538870
Leserservice	2005876732	leserservice.de	585108129	136145	23126	36740	9791
ARBOmedia_PL	651342010	penera.pl	609691423	36	32	34	21
ENED_Capital_mobile	366264316	capitalblogs.gr	615718785	616	92	152	102
SevenOne Media	1272195681	browsergames.de	646462534	569728	116325	180936	90580
glammedia	235681100	lipglossladys.com	694033617	5045	2819	3446	1451
OMS	1615459509	die-glocke.de	789994138	560078	83556	117075	25152
Hi-Media	2000907398	digitalfernsehen.de	790557323	1247815	443949	550723	197318
ARBOmedia_PL	651342010	4x4.pl	807010111	5	0	1	1
glammedia	235681100	pc-special.net	808411985	9001	6723	7494	3772
BauerMediaKG	626259911	100gewinne.de	830679500	53	11	15	13
glammedia	235681100	monkeydesk.at	833749041	28543	7068	10299	5029
Goldbach Audience	2137767787	faz.net/gb	836088560	118003	19065	31406	8877
ARBOmedia_RO	940807539	autovit.ro	849683800	16084043	810975	1275793	319789
OMS mobile	2119689184	verlagshaus-jaumann.de	912271557	10515	2404	3499	1979
RMSI	498868272	radiohamburg.de	949610197	403228	96215	132326	43612
OMS	1615459509	ka-news.de	950734074	479159	100675	147498	39750
Omnimedia	1629972935	anibis.ch/de	972078988	2681225	526972	627070	78733
Informedia_Hu	2088469162	alompar.hu	1006680847	65401	11300	16055	3845
ARBOmedia_PL	651342010	e-Podatnik.pl	1011108831	62415	30663	41656	30383
BauerMediaKG	626259911	fashn.de	1019004428	7739	1927	2296	710
glammedia	235681100	calendrier-lunaire-online.net	1059641201	1265	614	687	115
Hi-Media	2000907398	hamburg.de	1078550347	375828	40034	48671	9244
OMS	1615459509	nq-online.de	1087511674	99110	12379	16868	3171
OMS	1615459509	moneyspecial.de	1087841338	2130	678	929	250
SevenOne Media MAGIC (3rd party Video)	842055044	motorvision.deSevenOne	1176059177	97832	79422	86265	33738
Goldbach Media	177654511	gameone.de-ch	1222289108	42153	17692	22670	8151
RMSI	498868272	antenneniederrhein.de	1242329333	22407	2331	5507	2114
ekstrabladet-Tablets-dk	752100912	ekstrabladet.dk	1243584981	14	14	14	4
beead	104260390	greatsong	1252773995	608	273	392	231
stroeer_digital_media	571289945	perspektive-mittelstand.de	1253075262	22611	13458	15486	5752
medienhaus.com	435938190	wienerzeitung.at	1322754867	580482	67220	142344	47638
SevenOne Media MAGIC (3rd party Video)	842055044	spielfilme-videovalis.tv	1346736329	287	98	144	75
beead	104260390	tv-replay	1373842091	73	54	58	11
stroeer_digital_media	571289945	dwdl.de	1375135454	392280	110662	149779	49301
ENED_PrimeMedia	1540551690	sidagi.gr	1375627503	118178	32848	44341	25335
LPM_GMC	1997387604	LPM_GMC_magicmaman	1396913049	2790652	720813	1165983	466164
beead	104260390	maxi-mag	1494106731	94946	26411	34888	14971
ARBOmedia_PL	651342010	Wgrane.pl	1521948671	97014	19577	30970	20357
glammedia	235681100	beleept.de	1568942353	2861	2185	2437	1216
ENED_24Media_mobile	659279516	news247.gr/ENED	1581837441	227069	12787	32546	20307
SevenOne Media	1272195681	fem.com	1598877510	156918	47430	68339	33051
Smartclip	35854137	DE_MyGames4Girls/smartclip	1624685694	7698	719	1883	1222
Hi-Media	2000907398	tr.transfermarkt.com	1640061643	5	2	3	1
BEI_container_fr	671344375	LPM-Bwin	1668517372	1042053	92150	129163	23413
Informedia_Hu	2088469162	mon.hu	1685097615	4414	1471	2118	648
ENED_Pegasus Interactive	2041758561	womenonly.gr	1738959942	876158	164264	240979	121549
glammedia	235681100	promi7.de	1784861329	4443	486	1110	452
glammedia	235681100	unlike-girl.com	1807333457	1076	534	628	253
SevenOne Media mobile	126188777	sixx.de	1839301710	410065	46249	103266	62925
ENED_Pegasus Interactive	2041758561	ethnos.gr	1849053222	2495924	383741	565448	258467
OMS	1615459509	brv-zeitung.de	1864767610	338	221	257	121
freeXmedia	1516487384	nordsurf-syndikat.de	1924461309	7285	2435	2914	515
OMS	1615459509	die-mark-online.de	1928132986	5	1	2	2
SevenOne Media	1272195681	doodle.com	1960396742	16	2	6	3
ARBOmedia_PL	651342010	dziecko.pl	1968893791	41870	9692	15568	11860
Nettavisen_NO	1119348670	side3.no	1973707971	1250999	549192	709967	230580
ARBOmedia_PL	651342010	Playarena.pl	2003928959	110764	8077	14445	9612
ARBOmedia_PL	651342010	eholiday.pl	2009040959	1317978	180495	324325	201412
ARBOmedia_PL	651342010	autogielda.pl	2014103775	78300	10942	23097	16703
RMSI	498868272	antenneduesseldorf.de	2033988725	75522	15760	24142	7881
AbcStartsiden_NO	1974373083	meetv.no	2046076416	137597	27370	53037	20573
stroeer_digital_media	571289945	restplatzboerse.de	2047599838	50446	10646	13874	3015
adselect	567149294	messen.de	2061752371	718477	245329	340621	154586
glammedia	235681100	beetlekult.de	2118573105	12	6	8	4
stroeer_digital_media	571289945	lustig.de	2134027934	41	41	41	0
OMS	1615459509	pz-news.de	29288300	557551	118286	161431	42593
Smartclip	35854137	Future.tv/smartclip	71277872	15226872	738662	1270816	452101
Goldbach Media	177654511	speiselift.com	89937350	634	391	446	143
Smartclip	35854137	mytvlink/smartclip	120974320	2	2	2	2
Smartclip	35854137	t-online.de/smartclip	147040240	10536935	867787	2154673	801498
ASMI	1569905102	computerbild.de	210742245	9792866	2005811	3249135	1062366
OMS	1615459509	op-marburg.de	251078412	104380	31873	43524	16446
N24.se	1403231093	hockeysverige.com	254118188	267186	83079	103728	18403
ARBOmedia_PL	651342010	eskowo.pl	285274001	2732	566	1284	364
Hi-Media	2000907398	esbgforum.de	289698621	2	2	2	0
SevenOne Media	1272195681	autoplenum.de	300690168	1761064	207162	397824	202121
N24.se	1403231093	filmtipset.se	323192908	281646	82471	94619	14484
ARBOmedia_PL	651342010	zapytajprawnika.pl	325600785	4124	2044	2608	1780
ARBOmedia_PL	651342010	worldofwarcraft.com.pl	326797393	1866	497	1038	336
OMS mobile	2119689184	wzonline.de	470350679	15233	1570	3777	2429
glammedia	235681100	studio5555.de	508168483	7152	3861	4410	971
OMS	1615459509	kreis-anzeiger.de	552936684	58241	14906	21210	6527
stroeer_digital_media	571289945	autosieger.de	559682832	450520	13365	17996	6123
OMS	1615459509	stuttgarter-zeitung.de	573306092	2333379	520398	653799	143827
OMS	1615459509	teckbote.de	595118316	73110	17607	24517	7372
Goldbach Audience	2137767787	autoo.ch	605215170	12006	783	2113	380
BEI_container_fr	671344375	bloischambord.com	606879374	1932	940	1280	606
HTTPool_CR	70372471	posao.hr	608112878	687158	44558	102324	40081
Styria	1995838100	tele.at	628732331	617177	147663	195871	41968
LPM_LeFigaro	627225677	LPM_LeFigaro_lefigaro	678661348	12123929	4660369	5980560	1994992
TripleDoubleU	1704466471	tischtennis-manager.com	716563486	56172	7226	8150	494
Hi-Media	2000907398	holidaypark.de	745118717	26865	5031	7994	2762
glammedia	235681100	ps3-faces.de	754584387	227	164	188	110
glammedia	235681100	amerikanisch-kochen.de	807090083	68909	26800	32982	10266
glammedia	235681100	rund-magazin.de/blog	813331171	38	19	23	10
glammedia	235681100	gameradio.de	825692899	5190	2886	3469	1780
Informedia_Hu	2088469162	otletkonyha.hu	843691169	87134	15878	25200	8792
OMS	1615459509	goodnews4.de	865392716	12521	3971	5595	1828
ENED_Desmi	2004296860	athinorama.gr	873290323	1926279	176117	325211	177618
Jubii.dk	224986932	rejseplanen.dk	887848299	899704	560492	624829	84729
SevenOne Media	1272195681	testedich.de	899837752	2206806	157571	245802	84652
stroeer_digital_media	571289945	mitfahrzentrale.de	902387248	184968	29711	50484	16804
stroeer_digital_media	571289945	wetter.net	907371728	997794	177637	293694	93048
ASMI	1569905102	finanzen.net	928090405	16568852	2889063	3800259	725990
ENED_JIP Group	7375908	onalert.gr	928944731	757968	116634	179401	79064
RMSI	498868272	iberiajournal.com	943617927	145098	13484	25447	1187
RMSI	498868272	automobilrevue.eu	974577767	114890	10515	21617	890
ARBOmedia_RO	940807539	123start.ro	997223050	140	46	66	25
ARBOmedia_PL	651342010	drukowanka.pl	1018177361	30381	2542	7585	5464
ekstrabladet.dk	156432622	vejret.dk	1080540421	41498	23916	28915	12625
BEI_container_Post	1253937408	dhl.de	1103386743	1617526	583875	850135	376011
ARBOmedia_PL	651342010	opisynk.pl	1138388177	6215	1342	2592	1503
ARBOmedia_PL	651342010	Legia.com.pl	1142136689	12224	1486	3075	1700
Goldbach Audience	2137767787	vornamen.ch/goldbach	1162372450	108941	41648	50516	11173
ENED_Attica	398373777	missbloom.gr	1162945928	908290	71700	128857	72472
HTTPool_BG	1782510139	motoblog.bg	1172197778	635	144	224	145
glammedia	235681100	goldenweek.de	1202897347	331	111	151	69
glammedia	235681100	konsolenschnaeppchen.de	1207806083	51724	15427	20351	5771
stroeer_digital_media	571289945	retro-tv.de	1222169840	5	0	2	2
Goldbach Audience	2137767787	teletext.ch	1237682722	1424962	232277	282132	26060
ARBOmedia_PL	651342010	odlotek.pl	1251298545	19331	715	1733	603
ARBOmedia_PL	651342010	Skutecznyadwokat.pl	1317117937	3	0	1	1
Hi-Media	2000907398	festivalguide.de	1335928349	4449	2739	3346	1654
ARBOmedia_RO	940807539	turistik.ro	1337738794	53958	11356	17136	6944
Jubii.dk	224986932	virtualmanager.com	1338558539	1	1	1	1
OMS	1615459509	stuttgarter-nachrichten.de	1341137292	1395175	300902	373096	92809
stroeer_digital_media	571289945	mitfahrgelegenheit.de/si	1367596592	2304327	394280	563672	131497
ARBOmedia_PL	651342010	dekster.pl	1373410321	13428	796	2714	1340
ASMI	1569905102	metal-hammer.de	1422731941	387220	139652	193547	91758
OMS	1615459509	abendzeitung-muenchen.de	1425760972	6632672	1831951	2247569	706113
DK-BEI_CONTAINER	896712678	BEI-Firstprivatelease.no	1443768893	34235	11102	13846	2022
Smartclip	35854137	homerj/smartclip	1469849744	508649	37051	49308	7643
ASMI	1569905102	ulmen.tv	1482841477	10093	4414	5393	1371
OMS	1615459509	siegener-zeitung.de	1540769100	236	155	184	87
smartclip_italy	1471916694	viewster.it	1563692877	993	374	545	213
N24.se	1403231093	ifokus.se	1571723916	1264442	500072	554558	91447
ARBOmedia_PL	651342010	exsite.pl	1587207057	4638695	167557	260644	69554
24media	832047503	techgear.gr	1631108806	154319	50247	71065	35974
glammedia	235681100	mangaka.de	1647883331	2080	867	1181	664
OMS	1615459509	mix1.de	1656965228	94792	35538	50397	24846
OMS	1615459509	landauer-zeitung.de	1744409292	337	27	66	32
medienhaus.com	435938190	dornbirn.com	1778787973	15697	6884	9516	4489
SevenOne Media	1272195681	das-vierte.de	1875598360	1	1	1	1
Goldbach Audience	2137767787	105.ch	1927553538	12931	5351	7120	2304
ARBOmedia_PL	651342010	imperiumtapet.pl	1929149329	7	1	2	1
Clipkit	1934213317	GAN/clipkit	1932364444	45341	15610	22253	9871
SevenOne Media	1272195681	gamestar.de	1984158328	2436775	316822	559801	238125
ARBOmedia_PL	651342010	focus.pl	2004829649	220763	44150	70551	39286
ARBOmedia_PL	651342010	kulty.pl	2090824433	43776	8408	13396	9680
SevenOne Media MAGIC (3rd party Video)	842055044	myvideo.de	2098026395	730052	84422	202408	80982
stroeer_digital_media	571289945	autogazette.de	2142055440	32198	16351	20416	8537
iqdigital	223088769	zeit.de	4168690	12343537	3816534	4791660	1171391
medienhaus.com	435938190	bregenz.com	8168575	22032	7821	11419	4973
beead	104260390	excel-downloads	9991479	31163	3664	8486	3677
HTTPool_UA	1388958105	newcars.ua	42618858	70250	12316	19506	5978
RMSI	498868272	landeswelle.de	45032993	36576	5257	10333	4268
glammedia	235681100	iphone-magazine.de	107085085	8957	6218	6828	1521
Smartclip	35854137	DE_majorleaguegaming.com/smartclip	117676106	36019	4724	6080	1274
StickyAds	1516979432	Stickyads_measurement	157720409	14160555	3629736	5641287	2409461
ai_yello strom	238549060	yellostrom.de-ai	188554869	192934	75303	113984	44009
smartclip_italy	1471916694	deabyday.it	191344423	31209	20209	24051	16633
BauerMediaKG	626259911	bravosport.de	212952664	39164	12276	15098	4810
N24.se	1403231093	dayviews.com	232414022	1029423	251630	279948	28490
stroeer_digital_media	571289945	reise.de	257982346	108232	16276	24205	8086
ARBOmedia_RO	940807539	turatii.ro	277955268	2851	1229	1660	1083
webads.it	1609693476	pikengo.it	286755157	205829	32869	63757	20079
webads.it	1609693476	lagravidanza.net	288202133	216627	71943	98313	29909
Berlingske.dk	706025601	stiften.dk	309065522	100723	48384	58095	15544
OMS	1615459509	come-on.de	380937638	124136	21292	35631	9503
freeXmedia	1516487384	smartphone-daily.de	384901033	5462	1659	2523	849
